Year,Month,Date,Brand,Product_Gender,Style_Name,Color,Stock_No,Width,Size,Product_Class,Billing_Name,Pairs
2018,3,03/07/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Vision/Sofftshoe.Com,1
2018,3,03/07/2018,Sofft,F,Belden,Gold,1101335,M,080,Sh,Iara Moller,1
2018,3,03/12/2018,Sofft,F,Belden,Red,1101332,M,070,Sh,Nordstrom,-1
2018,3,03/13/2018,Sofft,F,Belden,Black,1101331,M,110,Sh,Nordstrom,1
2018,3,03/13/2018,Sofft,F,Belden,Gold,1101335,M,060,Sh,Vision/Sofftshoe.Com,1
2018,3,03/14/2018,Sofft,F,Belden,Gold,1101335,M,065,Sh,Vision/Sofftshoe.Com,1
2018,3,03/16/2018,Sofft,F,Belden,Black,1101331,M,070,Sh,Nordstrom,-5
2018,3,03/16/2018,Sofft,F,Belden,Gold,1101335,M,090,Sh,Lansky Bros,1
2018,3,03/19/2018,Sofft,F,Belden,Black,1101331,M,070,Sh,Vision/Sofftshoe.Com,0
2018,3,03/19/2018,Sofft,F,Belden,Gold,1101335,M,110,Sh,Vision/Sofftshoe.Com,1
2018,3,03/20/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Vision/Sofftshoe.Com,1
2018,3,03/21/2018,Sofft,F,Belden,Red,1101332,M,085,Sh,Thewalkingcompany.Com,1
2018,3,03/26/2018,Sofft,F,Belden,Black,1101331,M,090,Sh,Vision/Sofftshoe.Com,1
2018,3,03/26/2018,Sofft,F,Belden,Black,1101331,M,110,Sh,Nordstrom,-1
